Região,UF,Município / DSEI,Cód. IBGE,Perfil município
Nordeste,PB,Umbuzeiro,251700,Perfil 7 - Extrema Pobreza
Nordeste,PB,Várzea,251710,Perfil 6 - Áreas vulneráveis
Nordeste,PB,Vieirópolis,251720,Perfil 7 - Extrema Pobreza
Nordeste,PB,Vista Serrana,250550,Perfil 7 - Extrema Pobreza
Nordeste,PB,Zabelê,251740,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Abreu e Lima,260005,Perfil 5 - G100
Nordeste,PE,Afogados da Ingazeira,260010,Perfil 7 - Extrema Pobreza
Nordeste,PE,Afrânio,260020,Perfil 7 - Extrema Pobreza
Nordeste,PE,Agrestina,260030,Perfil 7 - Extrema Pobreza
Nordeste,PE,Água Preta,260040,Perfil 7 - Extrema Pobreza
Nordeste,PE,Águas Belas,260050,Perfil 7 - Extrema Pobreza
Nordeste,PE,Alagoinha,260060,Perfil 7 - Extrema Pobreza
Nordeste,PE,Aliança,260070,Perfil 4 - Grupo I do PAB
Nordeste,PE,Altinho,260080,Perfil 7 - Extrema Pobreza
Nordeste,PE,Amaraji,260090,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Angelim,260100,Perfil 7 - Extrema Pobreza
Nordeste,PE,Araçoiaba,260105,Perfil 7 - Extrema Pobreza
Nordeste,PE,Araripina,260110,Perfil 7 - Extrema Pobreza
Nordeste,PE,Arcoverde,260120,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Barra de Guabiraba,260130,Perfil 7 - Extrema Pobreza
Nordeste,PE,Barreiros,260140,Perfil 7 - Extrema Pobreza
Nordeste,PE,Belém de Maria,260150,Perfil 7 - Extrema Pobreza
Nordeste,PE,Belém do São Francisco,260160,Perfil 7 - Extrema Pobreza
Nordeste,PE,Belo Jardim,260170,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Betânia,260180,Perfil 7 - Extrema Pobreza
Nordeste,PE,Bezerros,260190,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Bodocó,260200,Perfil 7 - Extrema Pobreza
Nordeste,PE,Bom Conselho,260210,Perfil 7 - Extrema Pobreza
Nordeste,PE,Bom Jardim,260220,Perfil 7 - Extrema Pobreza
Nordeste,PE,Bonito,260230,Perfil 7 - Extrema Pobreza
Nordeste,PE,Brejão,260240,Perfil 7 - Extrema Pobreza
Nordeste,PE,Brejinho,260250,Perfil 7 - Extrema Pobreza
Nordeste,PE,Brejo da Madre de Deus,260260,Perfil 7 - Extrema Pobreza
Nordeste,PE,Buenos Aires,260270,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Buíque,260280,Perfil 7 - Extrema Pobreza
Nordeste,PE,Cabo de Santo Agostinho,260290,Perfil 3 - Capitais e RM
Nordeste,PE,Cabrobó,260300,Perfil 7 - Extrema Pobreza
Nordeste,PE,Cachoeirinha,260310,Perfil 7 - Extrema Pobreza
Nordeste,PE,Caetés,260320,Perfil 7 - Extrema Pobreza
Nordeste,PE,Calçado,260330,Perfil 7 - Extrema Pobreza
Nordeste,PE,Calumbi,260340,Perfil 7 - Extrema Pobreza
Nordeste,PE,Camaragibe,260345,Perfil 5 - G100
Nordeste,PE,Camocim de São Félix,260350,Perfil 7 - Extrema Pobreza
Nordeste,PE,Camutanga,260360,Perfil 4 - Grupo I do PAB
Nordeste,PE,Canhotinho,260370,Perfil 7 - Extrema Pobreza
Nordeste,PE,Capoeiras,260380,Perfil 7 - Extrema Pobreza
Nordeste,PE,Carnaíba,260390,Perfil 7 - Extrema Pobreza
Nordeste,PE,Carnaubeira da Penha,260392,Perfil 7 - Extrema Pobreza
Nordeste,PE,Carpina,260400,Perfil 2 - Grupo II do PAB
Nordeste,PE,Caruaru,260410,Perfil 5 - G100
Nordeste,PE,Casinhas,260415,Perfil 7 - Extrema Pobreza
Nordeste,PE,Catende,260420,Perfil 7 - Extrema Pobreza
Nordeste,PE,Cedro,260430,Perfil 7 - Extrema Pobreza
Nordeste,PE,Chã de Alegria,260440,Perfil 7 - Extrema Pobreza
Nordeste,PE,Chã Grande,260450,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Condado,260460,Perfil 7 - Extrema Pobreza
Nordeste,PE,Correntes,260470,Perfil 7 - Extrema Pobreza
Nordeste,PE,Cortês,260480,Perfil 7 - Extrema Pobreza
Nordeste,PE,Cumaru,260490,Perfil 7 - Extrema Pobreza
Nordeste,PE,Cupira,260500,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Custódia,260510,Perfil 7 - Extrema Pobreza
Nordeste,PE,DISTRITO SANITARIO ESPECIAL INDIGENA PERNAMBUCO,261160,Perfil 8 - Saúde Indígena
Nordeste,PE,Dormentes,260515,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Escada,260520,Perfil 2 - Grupo II do PAB
Nordeste,PE,Exu,260530,Perfil 7 - Extrema Pobreza
Nordeste,PE,Feira Nova,260540,Perfil 7 - Extrema Pobreza
Nordeste,PE,Fernando de Noronha,260545,Perfil 1 - Grupos III e IV do PAB
Nordeste,PE,Ferreiros,260550,Perfil 4 - Grupo I do PAB
Nordeste,PE,Flores,260560,Perfil 7 - Extrema Pobreza
Nordeste,PE,Floresta,260570,Perfil 7 - Extrema Pobreza
Nordeste,PE,Frei Miguelinho,260580,Perfil 7 - Extrema Pobreza
Nordeste,PE,Gameleira,260590,Perfil 4 - Grupo I do PAB
Nordeste,PE,Garanhuns,260600,Perfil 5 - G100
Nordeste,PE,Glória do Goitá,260610,Perfil 7 - Extrema Pobreza
Nordeste,PE,Goiana,260620,Perfil 7 - Extrema Pobreza
Nordeste,PE,Granito,260630,Perfil 7 - Extrema Pobreza
Nordeste,PE,Gravatá,260640,Perfil 7 - Extrema Pobreza
Nordeste,PE,Iati,260650,Perfil 7 - Extrema Pobreza
Nordeste,PE,Ibimirim,260660,Perfil 7 - Extrema Pobreza
Nordeste,PE,Ibirajuba,260670,Perfil 7 - Extrema Pobreza
Nordeste,PE,Igarassu,260680,Perfil 5 - G100
Nordeste,PE,Iguaraci,260690,Perfil 7 - Extrema Pobreza
Nordeste,PE,Ilha de Itamaracá,260760,Perfil 3 - Capitais e RM
Nordeste,PE,Inajá,260700,Perfil 7 - Extrema Pobreza
Nordeste,PE,Ingazeira,260710,Perfil 7 - Extrema Pobreza
Nordeste,PE,Ipojuca,260720,Perfil 3 - Capitais e RM
Nordeste,PE,Ipubi,260730,Perfil 7 - Extrema Pobreza
Nordeste,PE,Itacuruba,260740,Perfil 7 - Extrema Pobreza
Nordeste,PE,Itaíba,260750,Perfil 7 - Extrema Pobreza
Nordeste,PE,Itambé,260765,Perfil 7 - Extrema Pobreza
Nordeste,PE,Itapetim,260770,Perfil 7 - Extrema Pobreza
Nordeste,PE,Itapissuma,260775,Perfil 7 - Extrema Pobreza
Nordeste,PE,Itaquitinga,260780,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Jaboatão dos Guararapes,260790,Perfil 5 - G100
Nordeste,PE,Jaqueira,260795,Perfil 7 - Extrema Pobreza
Nordeste,PE,Jataúba,260800,Perfil 7 - Extrema Pobreza
Nordeste,PE,Jatobá,260805,Perfil 7 - Extrema Pobreza
Nordeste,PE,João Alfredo,260810,Perfil 7 - Extrema Pobreza
Nordeste,PE,Joaquim Nabuco,260820,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Jucati,260825,Perfil 7 - Extrema Pobreza
Nordeste,PE,Jupi,260830,Perfil 7 - Extrema Pobreza
Nordeste,PE,Jurema,260840,Perfil 7 - Extrema Pobreza
Nordeste,PE,Lagoa de Itaenga,260850,Perfil 4 - Grupo I do PAB
Nordeste,PE,Lagoa do Carro,260845,Perfil 7 - Extrema Pobreza
Nordeste,PE,Lagoa do Ouro,260860,Perfil 7 - Extrema Pobreza
Nordeste,PE,Lagoa dos Gatos,260870,Perfil 7 - Extrema Pobreza
Nordeste,PE,Lagoa Grande,260875,Perfil 7 - Extrema Pobreza
Nordeste,PE,Lajedo,260880,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Limoeiro,260890,Perfil 2 - Grupo II do PAB
Nordeste,PE,Macaparana,260900,Perfil 7 - Extrema Pobreza
Nordeste,PE,Machados,260910,Perfil 7 - Extrema Pobreza
Nordeste,PE,Manari,260915,Perfil 7 - Extrema Pobreza
Nordeste,PE,Maraial,260920,Perfil 7 - Extrema Pobreza
Nordeste,PE,Mirandiba,260930,Perfil 7 - Extrema Pobreza
Nordeste,PE,Moreilândia,261430,Perfil 7 - Extrema Pobreza
Nordeste,PE,Moreno,260940,Perfil 3 - Capitais e RM
Nordeste,PE,Nazaré da Mata,260950,Perfil 4 - Grupo I do PAB
Nordeste,PE,Olinda,260960,Perfil 5 - G100
Nordeste,PE,Orobó,260970,Perfil 7 - Extrema Pobreza
Nordeste,PE,Orocó,260980,Perfil 7 - Extrema Pobreza
Nordeste,PE,Ouricuri,260990,Perfil 7 - Extrema Pobreza
Nordeste,PE,Palmares,261000,Perfil 7 - Extrema Pobreza
Nordeste,PE,Palmeirina,261010,Perfil 7 - Extrema Pobreza
Nordeste,PE,Panelas,261020,Perfil 7 - Extrema Pobreza
Nordeste,PE,Paranatama,261030,Perfil 7 - Extrema Pobreza
Nordeste,PE,Parnamirim,261040,Perfil 7 - Extrema Pobreza
Nordeste,PE,Passira,261050,Perfil 7 - Extrema Pobreza
Nordeste,PE,Paudalho,261060,Perfil 7 - Extrema Pobreza
Nordeste,PE,Paulista,261070,Perfil 5 - G100
Nordeste,PE,Pedra,261080,Perfil 7 - Extrema Pobreza
Nordeste,PE,Pesqueira,261090,Perfil 7 - Extrema Pobreza
Nordeste,PE,Petrolândia,261100,Perfil 7 - Extrema Pobreza
Nordeste,PE,Petrolina,261110,Perfil 5 - G100
Nordeste,PE,Poção,261120,Perfil 7 - Extrema Pobreza
Nordeste,PE,Pombos,261130,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Primavera,261140,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Quipapá,261150,Perfil 7 - Extrema Pobreza
Nordeste,PE,Quixaba,261153,Perfil 7 - Extrema Pobreza
Nordeste,PE,Recife,261160,Perfil 3 - Capitais e RM
Nordeste,PE,Riacho das Almas,261170,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Ribeirão,261180,Perfil 4 - Grupo I do PAB
Nordeste,PE,Rio Formoso,261190,Perfil 4 - Grupo I do PAB
Nordeste,PE,Sairé,261200,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Salgadinho,261210,Perfil 7 - Extrema Pobreza
Nordeste,PE,Salgueiro,261220,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Saloá,261230,Perfil 7 - Extrema Pobreza
Nordeste,PE,Sanharó,261240,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Santa Cruz,261245,Perfil 7 - Extrema Pobreza
Nordeste,PE,Santa Cruz da Baixa Verde,261247,Perfil 7 - Extrema Pobreza
Nordeste,PE,Santa Cruz do Capibaribe,261250,Perfil 5 - G100
Nordeste,PE,Santa Filomena,261255,Perfil 7 - Extrema Pobreza
Nordeste,PE,Santa Maria da Boa Vista,261260,Perfil 7 - Extrema Pobreza
Nordeste,PE,Santa Maria do Cambucá,261270,Perfil 7 - Extrema Pobreza
Nordeste,PE,Santa Terezinha,261280,Perfil 7 - Extrema Pobreza
Nordeste,PE,São Benedito do Sul,261290,Perfil 7 - Extrema Pobreza
Nordeste,PE,São Bento do Una,261300,Perfil 7 - Extrema Pobreza
Nordeste,PE,São Caitano,261310,Perfil 7 - Extrema Pobreza
Nordeste,PE,São João,261320,Perfil 7 - Extrema Pobreza
Nordeste,PE,São Joaquim do Monte,261330,Perfil 7 - Extrema Pobreza
Nordeste,PE,São José da Coroa Grande,261340,Perfil 7 - Extrema Pobreza
Nordeste,PE,São José do Belmonte,261350,Perfil 7 - Extrema Pobreza
Nordeste,PE,São José do Egito,261360,Perfil 7 - Extrema Pobreza
Nordeste,PE,São Lourenço da Mata,261370,Perfil 5 - G100
Nordeste,PE,São Vicente Ferrer,261380,Perfil 7 - Extrema Pobreza
Nordeste,PE,Serra Talhada,261390,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Serrita,261400,Perfil 7 - Extrema Pobreza
Nordeste,PE,Sertânia,261410,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Sirinhaém,261420,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Solidão,261440,Perfil 7 - Extrema Pobreza
Nordeste,PE,Surubim,261450,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Tabira,261460,Perfil 7 - Extrema Pobreza
Nordeste,PE,Tacaimbó,261470,Perfil 7 - Extrema Pobreza
Nordeste,PE,Tacaratu,261480,Perfil 7 - Extrema Pobreza
Nordeste,PE,Tamandaré,261485,Perfil 7 - Extrema Pobreza
Nordeste,PE,Taquaritinga do Norte,261500,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Terezinha,261510,Perfil 7 - Extrema Pobreza
Nordeste,PE,Terra Nova,261520,Perfil 7 - Extrema Pobreza
Nordeste,PE,Timbaúba,261530,Perfil 2 - Grupo II do PAB
Nordeste,PE,Toritama,261540,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Tracunhaém,261550,Perfil 4 - Grupo I do PAB
Nordeste,PE,Trindade,261560,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Triunfo,261570,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Tupanatinga,261580,Perfil 7 - Extrema Pobreza
Nordeste,PE,Tuparetama,261590,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Venturosa,261600,Perfil 7 - Extrema Pobreza
Nordeste,PE,Verdejante,261610,Perfil 7 - Extrema Pobreza
Nordeste,PE,Vertente do Lério,261618,Perfil 7 - Extrema Pobreza
Nordeste,PE,Vertentes,261620,Perfil 6 - Áreas vulneráveis
Nordeste,PE,Vicência,261630,Perfil 4 - Grupo I do PAB
Nordeste,PE,Vitória de Santo Antão,261640,Perfil 5 - G100
Nordeste,PE,Xexéu,261650,Perfil 7 - Extrema Pobreza
Nordeste,PI,Acauã,220005,Perfil 7 - Extrema Pobreza
Nordeste,PI,Agricolândia,220010,Perfil 7 - Extrema Pobreza
Nordeste,PI,Água Branca,220020,Perfil 4 - Grupo I do PAB
Nordeste,PI,Alagoinha do Piauí,220025,Perfil 7 - Extrema Pobreza
Nordeste,PI,Alegrete do Piauí,220027,Perfil 7 - Extrema Pobreza
Nordeste,PI,Alto Longá,220030,Perfil 7 - Extrema Pobreza
Nordeste,PI,Altos,220040,Perfil 7 - Extrema Pobreza
Nordeste,PI,Alvorada do Gurguéia,220045,Perfil 7 - Extrema Pobreza
Nordeste,PI,Amarante,220050,Perfil 7 - Extrema Pobreza
Nordeste,PI,Angical do Piauí,220060,Perfil 7 - Extrema Pobreza
Nordeste,PI,Anísio de Abreu,220070,Perfil 7 - Extrema Pobreza
Nordeste,PI,Antônio Almeida,220080,Perfil 7 - Extrema Pobreza
Nordeste,PI,Aroazes,220090,Perfil 7 - Extrema Pobreza
Nordeste,PI,Aroeiras do Itaim,220095,Perfil 7 - Extrema Pobreza
Nordeste,PI,Arraial,220100,Perfil 7 - Extrema Pobreza
Nordeste,PI,Assunção do Piauí,220105,Perfil 7 - Extrema Pobreza
Nordeste,PI,Avelino Lopes,220110,Perfil 7 - Extrema Pobreza
Nordeste,PI,Baixa Grande do Ribeiro,220115,Perfil 7 - Extrema Pobreza
Nordeste,PI,Barra D'Alcântara,220117,Perfil 7 - Extrema Pobreza
Nordeste,PI,Barras,220120,Perfil 7 - Extrema Pobreza
Nordeste,PI,Barreiras do Piauí,220130,Perfil 7 - Extrema Pobreza
Nordeste,PI,Barro Duro,220140,Perfil 4 - Grupo I do PAB
Nordeste,PI,Batalha,220150,Perfil 7 - Extrema Pobreza
Nordeste,PI,Bela Vista do Piauí,220155,Perfil 7 - Extrema Pobreza
Nordeste,PI,Belém do Piauí,220157,Perfil 7 - Extrema Pobreza
Nordeste,PI,Beneditinos,220160,Perfil 7 - Extrema Pobreza
Nordeste,PI,Bertolínia,220170,Perfil 7 - Extrema Pobreza
Nordeste,PI,Betânia do Piauí,220173,Perfil 7 - Extrema Pobreza
Nordeste,PI,Boa Hora,220177,Perfil 7 - Extrema Pobreza
Nordeste,PI,Bocaina,220180,Perfil 7 - Extrema Pobreza
Nordeste,PI,Bom Jesus,220190,Perfil 6 - Áreas vulneráveis
Nordeste,PI,Bom Princípio do Piauí,220191,Perfil 7 - Extrema Pobreza
Nordeste,PI,Bonfim do Piauí,220192,Perfil 7 - Extrema Pobreza
Nordeste,PI,Boqueirão do Piauí,220194,Perfil 7 - Extrema Pobreza
Nordeste,PI,Brasileira,220196,Perfil 7 - Extrema Pobreza
Nordeste,PI,Brejo do Piauí,220198,Perfil 7 - Extrema Pobreza
Nordeste,PI,Buriti dos Lopes,220200,Perfil 7 - Extrema Pobreza
Nordeste,PI,Buriti dos Montes,220202,Perfil 7 - Extrema Pobreza
Nordeste,PI,Cabeceiras do Piauí,220205,Perfil 7 - Extrema Pobreza
Nordeste,PI,Cajazeiras do Piauí,220207,Perfil 7 - Extrema Pobreza
Nordeste,PI,Cajueiro da Praia,220208,Perfil 7 - Extrema Pobreza
Nordeste,PI,Caldeirão Grande do Piauí,220209,Perfil 7 - Extrema Pobreza
Nordeste,PI,Campinas do Piauí,220210,Perfil 7 - Extrema Pobreza
Nordeste,PI,Campo Alegre do Fidalgo,220211,Perfil 7 - Extrema Pobreza
Nordeste,PI,Campo Grande do Piauí,220213,Perfil 7 - Extrema Pobreza
Nordeste,PI,Campo Largo do Piauí,220217,Perfil 7 - Extrema Pobreza
Nordeste,PI,Campo Maior,220220,Perfil 4 - Grupo I do PAB
Nordeste,PI,Canavieira,220225,Perfil 7 - Extrema Pobreza
Nordeste,PI,Canto do Buriti,220230,Perfil 7 - Extrema Pobreza
Nordeste,PI,Capitão de Campos,220240,Perfil 7 - Extrema Pobreza
Nordeste,PI,Capitão Gervásio Oliveira,220245,Perfil 7 - Extrema Pobreza
Nordeste,PI,Caracol,220250,Perfil 7 - Extrema Pobreza
Nordeste,PI,Caraúbas do Piauí,220253,Perfil 7 - Extrema Pobreza
Nordeste,PI,Caridade do Piauí,220255,Perfil 7 - Extrema Pobreza
Nordeste,PI,Castelo do Piauí,220260,Perfil 7 - Extrema Pobreza
Nordeste,PI,Caxingó,220265,Perfil 7 - Extrema Pobreza
Nordeste,PI,Cocal,220270,Perfil 7 - Extrema Pobreza
Nordeste,PI,Cocal de Telha,220271,Perfil 7 - Extrema Pobreza
Nordeste,PI,Cocal dos Alves,220272,Perfil 7 - Extrema Pobreza
Nordeste,PI,Coivaras,220273,Perfil 7 - Extrema Pobreza
Nordeste,PI,Colônia do Gurguéia,220275,Perfil 7 - Extrema Pobreza
Nordeste,PI,Colônia do Piauí,220277,Perfil 7 - Extrema Pobreza
Nordeste,PI,Conceição do Canindé,220280,Perfil 7 - Extrema Pobreza
Nordeste,PI,Coronel José Dias,220285,Perfil 7 - Extrema Pobreza
Nordeste,PI,Corrente,220290,Perfil 7 - Extrema Pobreza
Nordeste,PI,Cristalândia do Piauí,220300,Perfil 7 - Extrema Pobreza
Nordeste,PI,Cristino Castro,220310,Perfil 7 - Extrema Pobreza
Nordeste,PI,Curimatá,220320,Perfil 7 - Extrema Pobreza
Nordeste,PI,Currais,220323,Perfil 7 - Extrema Pobreza
Nordeste,PI,Curral Novo do Piauí,220327,Perfil 7 - Extrema Pobreza
Nordeste,PI,Curralinhos,220325,Perfil 7 - Extrema Pobreza
Nordeste,PI,Demerval Lobão,220330,Perfil 3 - Capitais e RM
Nordeste,PI,Dirceu Arcoverde,220335,Perfil 7 - Extrema Pobreza
Nordeste,PI,Dom Expedito Lopes,220340,Perfil 6 - Áreas vulneráveis
Nordeste,PI,Dom Inocêncio,220345,Perfil 7 - Extrema Pobreza
Nordeste,PI,Domingos Mourão,220342,Perfil 7 - Extrema Pobreza
Nordeste,PI,Elesbão Veloso,220350,Perfil 7 - Extrema Pobreza
Nordeste,PI,Eliseu Martins,220360,Perfil 7 - Extrema Pobreza
Nordeste,PI,Esperantina,220370,Perfil 7 - Extrema Pobreza
Nordeste,PI,Fartura do Piauí,220375,Perfil 7 - Extrema Pobreza
Nordeste,PI,Flores do Piauí,220380,Perfil 7 - Extrema Pobreza
Nordeste,PI,Floresta do Piauí,220385,Perfil 7 - Extrema Pobreza
Nordeste,PI,Floriano,220390,Perfil 2 - Grupo II do PAB
Nordeste,PI,Francinópolis,220400,Perfil 7 - Extrema Pobreza
Nordeste,PI,Francisco Ayres,220410,Perfil 7 - Extrema Pobreza
Nordeste,PI,Francisco Macedo,220415,Perfil 7 - Extrema Pobreza
Nordeste,PI,Francisco Santos,220420,Perfil 6 - Áreas vulneráveis
Nordeste,PI,Fronteiras,220430,Perfil 7 - Extrema Pobreza
Nordeste,PI,Geminiano,220435,Perfil 7 - Extrema Pobreza
Nordeste,PI,Gilbués,220440,Perfil 7 - Extrema Pobreza
Nordeste,PI,Guadalupe,220450,Perfil 4 - Grupo I do PAB
Nordeste,PI,Guaribas,220455,Perfil 7 - Extrema Pobreza
Nordeste,PI,Hugo Napoleão,220460,Perfil 7 - Extrema Pobreza
Nordeste,PI,Ilha Grande,220465,Perfil 7 - Extrema Pobreza
Nordeste,PI,Inhuma,220470,Perfil 7 - Extrema Pobreza
Nordeste,PI,Ipiranga do Piauí,220480,Perfil 7 - Extrema Pobreza
Nordeste,PI,Isaías Coelho,220490,Perfil 7 - Extrema Pobreza
Nordeste,PI,Itainópolis,220500,Perfil 7 - Extrema Pobreza
Nordeste,PI,Itaueira,220510,Perfil 7 - Extrema Pobreza
Nordeste,PI,Jacobina do Piauí,220515,Perfil 7 - Extrema Pobreza
Nordeste,PI,Jaicós,220520,Perfil 7 - Extrema Pobreza
Nordeste,PI,Jardim do Mulato,220525,Perfil 7 - Extrema Pobreza
Nordeste,PI,Jatobá do Piauí,220527,Perfil 7 - Extrema Pobreza
Nordeste,PI,Jerumenha,220530,Perfil 7 - Extrema Pobreza
Nordeste,PI,João Costa,220535,Perfil 7 - Extrema Pobreza
Nordeste,PI,Joaquim Pires,220540,Perfil 7 - Extrema Pobreza
Nordeste,PI,Joca Marques,220545,Perfil 7 - Extrema Pobreza
Nordeste,PI,José de Freitas,220550,Perfil 7 - Extrema Pobreza
Nordeste,PI,Juazeiro do Piauí,220551,Perfil 7 - Extrema Pobreza
Nordeste,PI,Júlio Borges,220552,Perfil 7 - Extrema Pobreza
Nordeste,PI,Jurema,220553,Perfil 7 - Extrema Pobreza
Nordeste,PI,Lagoa Alegre,220555,Perfil 7 - Extrema Pobreza
Nordeste,PI,Lagoa de São Francisco,220557,Perfil 7 - Extrema Pobreza
Nordeste,PI,Lagoa do Barro do Piauí,220556,Perfil 7 - Extrema Pobreza
Nordeste,PI,Lagoa do Piauí,220558,Perfil 7 - Extrema Pobreza
Nordeste,PI,Lagoa do Sítio,220559,Perfil 7 - Extrema Pobreza
Nordeste,PI,Lagoinha do Piauí,220554,Perfil 7 - Extrema Pobreza
Nordeste,PI,Landri Sales,220560,Perfil 7 - Extrema Pobreza
Nordeste,PI,Luís Correia,220570,Perfil 7 - Extrema Pobreza
Nordeste,PI,Luzilândia,220580,Perfil 7 - Extrema Pobreza
Nordeste,PI,Madeiro,220585,Perfil 7 - Extrema Pobreza
Nordeste,PI,Manoel Emídio,220590,Perfil 7 - Extrema Pobreza
Nordeste,PI,Marcolândia,220595,Perfil 6 - Áreas vulneráveis
Nordeste,PI,Marcos Parente,220600,Perfil 6 - Áreas vulneráveis
Nordeste,PI,Massapê do Piauí,220605,Perfil 7 - Extrema Pobreza
Nordeste,PI,Matias Olímpio,220610,Perfil 7 - Extrema Pobreza
Nordeste,PI,Miguel Alves,220620,Perfil 7 - Extrema Pobreza
Nordeste,PI,Miguel Leão,220630,Perfil 3 - Capitais e RM
Nordeste,PI,Milton Brandão,220635,Perfil 7 - Extrema Pobreza
Nordeste,PI,Monsenhor Gil,220640,Perfil 7 - Extrema Pobreza
Nordeste,PI,Monsenhor Hipólito,220650,Perfil 7 - Extrema Pobreza
Nordeste,PI,Monte Alegre do Piauí,220660,Perfil 7 - Extrema Pobreza
Nordeste,PI,Morro Cabeça no Tempo,220665,Perfil 7 - Extrema Pobreza
Nordeste,PI,Morro do Chapéu do Piauí,220667,Perfil 7 - Extrema Pobreza
Nordeste,PI,Murici dos Portelas,220669,Perfil 7 - Extrema Pobreza
Nordeste,PI,Nazaré do Piauí,220670,Perfil 7 - Extrema Pobreza
Nordeste,PI,Nazária,220672,Perfil 7 - Extrema Pobreza
Nordeste,PI,Nossa Senhora de Nazaré,220675,Perfil 7 - Extrema Pobreza
Nordeste,PI,Nossa Senhora dos Remédios,220680,Perfil 7 - Extrema Pobreza
Nordeste,PI,Nova Santa Rita,220795,Perfil 7 - Extrema Pobreza
Nordeste,PI,Novo Oriente do Piauí,220690,Perfil 7 - Extrema Pobreza
Nordeste,PI,Novo Santo Antônio,220695,Perfil 7 - Extrema Pobreza
Nordeste,PI,Oeiras,220700,Perfil 7 - Extrema Pobreza
Nordeste,PI,Olho D'Água do Piauí,220710,Perfil 7 - Extrema Pobreza
Nordeste,PI,Padre Marcos,220720,Perfil 7 - Extrema Pobreza
Nordeste,PI,Paes Landim,220730,Perfil 7 - Extrema Pobreza
Nordeste,PI,Pajeú do Piauí,220735,Perfil 7 - Extrema Pobreza
Nordeste,PI,Palmeira do Piauí,220740,Perfil 7 - Extrema Pobreza
Nordeste,PI,Palmeirais,220750,Perfil 7 - Extrema Pobreza
Nordeste,PI,Paquetá,220755,Perfil 7 - Extrema Pobreza
Nordeste,PI,Parnaguá,220760,Perfil 7 - Extrema Pobreza
Nordeste,PI,Parnaíba,220770,Perfil 5 - G100
Nordeste,PI,Passagem Franca do Piauí,220775,Perfil 7 - Extrema Pobreza
Nordeste,PI,Patos do Piauí,220777,Perfil 7 - Extrema Pobreza
Nordeste,PI,Pau D'Arco do Piauí,220779,Perfil 7 - Extrema Pobreza
Nordeste,PI,Paulistana,220780,Perfil 7 - Extrema Pobreza
Nordeste,PI,Pavussu,220785,Perfil 7 - Extrema Pobreza
Nordeste,PI,Pedro II,220790,Perfil 7 - Extrema Pobreza
Nordeste,PI,Pedro Laurentino,220793,Perfil 7 - Extrema Pobreza
Nordeste,PI,Picos,220800,Perfil 6 - Áreas vulneráveis
Nordeste,PI,Pimenteiras,220810,Perfil 7 - Extrema Pobreza
Nordeste,PI,Pio IX,220820,Perfil 7 - Extrema Pobreza
Nordeste,PI,Piracuruca,220830,Perfil 7 - Extrema Pobreza
Nordeste,PI,Piripiri,220840,Perfil 2 - Grupo II do PAB
Nordeste,PI,Porto,220850,Perfil 7 - Extrema Pobreza
Nordeste,PI,Porto Alegre do Piauí,220855,Perfil 7 - Extrema Pobreza
Nordeste,PI,Prata do Piauí,220860,Perfil 7 - Extrema Pobreza
Nordeste,PI,Queimada Nova,220865,Perfil 7 - Extrema Pobreza
Nordeste,PI,Redenção do Gurguéia,220870,Perfil 7 - Extrema Pobreza
Nordeste,PI,Regeneração,220880,Perfil 7 - Extrema Pobreza
Nordeste,PI,Riacho Frio,220885,Perfil 7 - Extrema Pobreza
Nordeste,PI,Ribeira do Piauí,220887,Perfil 7 - Extrema Pobreza
Nordeste,PI,Ribeiro Gonçalves,220890,Perfil 7 - Extrema Pobreza
Nordeste,PI,Rio Grande do Piauí,220900,Perfil 7 - Extrema Pobreza
Nordeste,PI,Santa Cruz do Piauí,220910,Perfil 7 - Extrema Pobreza
Nordeste,PI,Santa Cruz dos Milagres,220915,Perfil 7 - Extrema Pobreza
Nordeste,PI,Santa Filomena,220920,Perfil 7 - Extrema Pobreza
